Time;689 Laser;Blue laser;Chamber-side;Electronics Rm;Enclosure Air;Outside Enclosure;Oven-side
2017-08-04T14:00:00-04:00;7.33633019879;6.78050165685;5.71794108754;5.61478193546;5.57282098309;7.86356183703;-2.2190459435
2017-08-04T14:01:00-04:00;7.44930327909;6.76515651342;5.71794108754;5.62610902416;5.67868998484;7.86356183703;-2.2190459435
2017-08-04T14:02:00-04:00;7.5246876818;6.80206072134;5.7560857577;5.56849536023;5.70504975335;7.89164825428;-2.0901146866
2017-08-04T14:03:00-04:00;7.53352987534;6.8388824645;5.74297465278;5.61758909985;5.61264207831;7.85996193464;-2.0901146866
2017-08-04T14:04:00-04:00;7.62610848847;6.89154401418;5.83210599758;5.53814514379;5.67895181988;7.82821632723;-2.15444404358
2017-08-04T14:07:00-04:00;7.69061541124;6.89154401418;5.83210599758;5.58683010807;5.75752177221;7.88756506502;-2.15444404358
2017-08-04T14:08:00-04:00;7.61362157865;6.89154401418;5.83210599758;5.67537781976;5.6163163251;7.88756506502;-2.15444404358
2017-08-04T14:09:00-04:00;7.64910147673;6.98102194568;5.86998534783;5.63535631925;5.72790672467;7.88756506502;-2.15444404358
2017-08-04T14:10:00-04:00;7.77663489133;6.94406495117;5.86998534783;5.68372489899;5.71639773769;7.94680637619;-2.15444404358
2017-08-04T14:11:00-04:00;7.72493264101;6.98102194568;5.86998534783;5.72387332734;5.55807725276;8.03793501483;-2.00681448166
2017-08-04T14:12:00-04:00;7.79307139148;7.01789636523;5.86998534783;5.89244667697;5.66687895907;8.03793501483;-2.15444404358
2017-08-04T14:13:00-04:00;7.85597996232;7.18095532443;5.86998534783;5.89244667697;5.73143043924;8.12906051352;-1.94271100349
2017-08-04T14:14:00-04:00;8.06946289342;7.29067957878;6.07233242398;6.01180620051;5.91491708951;8.1610203943;-1.94271100349
2017-08-04T14:15:00-04:00;8.04019528394;7.48939002502;5.98309685348;6.10045697428;5.97667399007;8.25653650971;-1.81530647284
2017-08-04T14:17:00-04:00;8.31217608766;7.52559038635;6.18474781448;6.14007843141;6.0683887086;8.3515076719;-1.605439158
2017-08-04T14:18:00-04:00;8.43351628801;7.56171188085;6.29639750348;6.14007843141;6.13001723303;8.41452336187;-1.54260815406
2017-08-04T14:20:00-04:00;8.43351628801;7.56171188085;6.40729397129;6.14007843141;6.10072839083;8.60000037387;-1.48003479773
2017-08-04T14:23:00-04:00;8.46724664312;7.52559038635;6.31781874934;6.26830892056;6.13145449483;8.63126518121;-1.39644104564
2017-08-04T14:24:00-04:00;8.50068228032;7.45310904181;6.48080919572;6.22875344568;6.10072839083;8.60215593713;-1.45905762954
2017-08-04T14:25:00-04:00;8.50068228032;7.38030924801;6.51744522947;6.22875344568;6.25296679868;8.72471193374;-1.605439158
2017-08-04T14:26:00-04:00;8.50068228032;7.34378969096;6.55399840152;6.1891038378;6.13105536645;8.69362132422;-1.605439158
2017-08-04T14:27:00-04:00;8.50068228032;7.34378969096;6.55399840152;6.1891038378;5.73234601522;8.78508193992;-1.605439158
2017-08-04T14:28:00-04:00;8.2040525571;7.34378969096;6.40729397129;6.10951419117;5.70432063757;8.78508193992;-1.58506530415
2017-08-04T14:29:00-04:00;8.20165516064;7.21761195196;6.37041118847;6.10951419117;5.66952295544;8.75391090125;-1.73187958284
2017-08-04T14:30:00-04:00;8.13940899327;7.12803089052;6.29639750348;6.06957466608;5.63414390007;8.60000037387;-1.7954936041
2017-08-04T14:31:00-04:00;8.01462265075;7.12803089052;6.25926580241;6.02953596289;5.65526636837;8.63126518121;-1.7954936041
2017-08-04T14:33:00-04:00;7.94808903901;7.12803089052;6.25926580241;6.11806394657;5.6157565894;8.53984501089;-1.87887660488
2017-08-04T14:34:00-04:00;7.91437931717;7.12803089052;6.18474781448;5.98940062391;5.69529876339;8.51068752298;-1.87887660488
2017-08-04T14:35:00-04:00;7.93832564781;7.12803089052;6.18474781448;5.98940062391;5.70848717087;8.41921608163;-1.87887660488
2017-08-04T14:36:00-04:00;7.84025970746;7.00184365655;6.18474781448;5.98940062391;5.70001390808;8.3587420705;-2.02605543013
2017-08-04T14:37:00-04:00;7.68429933337;7.00184365655;6.05807290229;6.02953596289;5.59841237461;8.38968625903;-2.02605543013
2017-08-04T14:38:00-04:00;7.74148183466;7.00184365655;6.02062709052;6.14007843141;5.64381835693;8.32902885278;-2.02605543013
2017-08-04T14:39:00-04:00;7.58519525419;6.91228152413;6.02062709052;6.06073944461;5.5785750564;8.32902885278;-2.0901146866
2017-08-04T14:41:00-04:00;7.61362157865;6.91228152413;6.02062709052;6.06073944461;5.54056710949;8.23748090896;-2.0901146866
2017-08-04T14:42:00-04:00;7.49278844805;6.91228152413;6.02062709052;6.06073944461;5.56784541068;8.26826607558;-2.15444404358
2017-08-04T14:43:00-04:00;7.52119385171;6.87562353626;5.98309685348;6.06073944461;5.47507998698;8.20739768589;-2.15444404358
2017-08-04T14:45:00-04:00;7.45710041151;6.8388824645;5.9454803421;5.85246478271;5.50229140918;8.20739768589;-2.28392286272
2017-08-04T14:46:00-04:00;7.45710041151;6.80206072134;5.9454803421;5.89244667697;5.43664888286;8.08511640069;-2.28392286272
2017-08-04T14:47:00-04:00;7.5136284215;6.80206072134;5.90777569093;6.00218793413;5.51781802507;8.08511640069;-2.28392286272
2017-08-04T14:49:00-04:00;7.36464634447;6.80206072134;5.86998534783;6.08084450021;5.4518931583;7.99353706571;-2.2190459435
2017-08-04T14:51:00-04:00;7.33633019879;6.87562353626;5.78082692357;6.3145721624;5.46626114832;8.02419733731;-2.15444404358
